idx,title,etc,description,title_en,description_en,rating,review_sadness,review_joy,review_fear,review_disgust,review_anger,url
586,데드 맨(Dead Man),Adventure Drama Fantasy,"동부 클리블랜드 출신의 윌리엄 블레이크는 취직 통지서를 받고 서부 머신 타운으로 향한다. 하지만, 긴 열차 여행을 마치고 도착한 곳은 기대와 달리 거칠고 위험스러운 도시. 설상가상으로 그의 일자리는 이미 다른 사람이 차지한 뒤다. 취직은 커녕 되돌아갈 차비도 없어 거리를 배회하던 블레이크. 우연히 꽃파는 여자를 만나 그녀 방에서 하룻밤을 지내는 중, 갑자기 그녀의 옛 연인이 침실로 들이닥치고 당황한 블레이크는 총격전 끝에 그를 사살한다. 순식간에 살인자로 몰린 블레이크. 자신도 가슴에 총상을 입은 채, 황급히 마을 밖으로 도망치지만 숲속에서 의식을 잃고 쓰러진다.노바디라는 괴이한 성격의 인디언에게 간호를 받은 블레이크가 의식을 되찾을 무렵, 노바디는 이미 작고한 영국 시인 윌리엄 블레이크의 영혼이 다시 육체로 환생했다고 믿는다. 블레이크는 인디언 노바디의 도움으로 태양이 움직이는 방향을 따라 힘겨운 도망을 시작한다.한편, 블레이크가 마을에서 죽인 괴한은 다름아닌 블레이크가 취직하기로 했던 회사 사장의 아들 찰리. 존 디킨스 사장은 아들의 복수를 위해 세명의 인간 사냥꾼 - 부모를 죽이고 인육까지 먹는 코일 위슨, 말많은 명사수 콘 웨이, 10부터 청부살인을 시작한 조니를 고용, 어마어마한 현상금을 걸고선 블레이크를 뒤쫓게 한다.",Dead Man,"On the run after murdering a man, accountant William Blake encounters a strange aboriginal American man named Nobody who prepares him for his journey into the spiritual world.",9,0.031058,0.781229,0.017075,0.129592,0.023802,https://whatdoido.kro.kr/movie/586.jpg
587,워터쉽 다운의 토끼들 (Watership Down),Animation Adventure Drama,"Watership Down은 1978 년 영국 애니메이션 어드벤처 드라마 영화로 Martin Rosen이 각본, 제작, 감독을 맡았으며 1972 년 Richard Adams의 소설을 원작으로합니다.",Watership Down,"Hoping to escape destruction by human developers and save their community, a colony of rabbits, led by Hazel and Fiver, seek out a safe place to set up a new warren.",,0.139475,0.707259,0.095979,0.034655,0.016028,https://whatdoido.kro.kr/movie/587.jpg
588,이오지마에서 온 편지 (Letters from Iwo Jima),Action Adventure Drama,"《이오지마에서 온 편지》는 클린트 이스트우드가 감독, 공동 제작을 맡은 미국-일본 합작의 전쟁 영화이며, 와타나베 켄, 니노미야 카즈나리 등이 출연했다. 이오지마 전투에 대해 《아버지의 깃발》에서는 미국의 관점에서, 본 작품은 일본의 관점에서 그리고 있다.",Letters from Iwo Jima,"The story of the battle of Iwo Jima between the United States and Imperial Japan during World War II, as told from the perspective of the Japanese who fought it.",10,0.49958,0.508727,0.093038,0.051034,0.118401,https://whatdoido.kro.kr/movie/588.jpg
589,이키루(Ikiru),Drama,"주인공은 어떤 도시의 시청에서 근무하는 노년의 남자. 시민 과장이란 직위는 있지만 매일 출근해서 서류에 도장을 찍는 기계다. 말수도 적고 인간관계도 서투른 그는 부인을 잃은 후 외아들에게만 희망을 걸고 독신생활을 해왔다. 약간의 저축도 하면서 아들 부부와 함께 살고 있다. 어느날 갑자기 앞으로 3개월뿐이라는 위암선고를 받는 게 사건의 발단이 된다. 핏줄에게서 위안을 받으려 하지만, 부인과 함께 따로 살림을 차리는 데만 혈안이 된 아들의 모습에서 실망을 느끼고 자포자기 상태에 빠진다.그는 술과 빠징코 등 쾌락에 의존해 죽음에 대한 공포를 떨쳐버리려 하지만 쉽지 않다. 그러다 옛날 여직원을 우연히 길에서 만나고, 지금은 인형 제조공장에서 직공 일을 하고 있는 그녀에게서 건강함과 생명력을 느끼게 된다. 아무리 사소한 것이라도 뭔가를 창조하는 데서 즐거움을 얻을 수 있다는 사실을 배우게 되고, 먼지가 뿌옇게 쌓여 있던 서류더미 속에서 일거리를 찾아낸다. 가난한 사람들이 살고 있는 지역에 아이들을 위한 놀이터를 만들어달라는 건의가 관료들에게 계속 무시되고 있던 것이었는데...",Ikiru,A bureaucrat tries to find a meaning in his life after he discovers he has terminal cancer.,10,0.067892,0.870091,0.03795,0.019486,0.008552,https://whatdoido.kro.kr/movie/589.jpg
590,바다의 노래: 벤과 셀키요정의 비밀(Song of the Sea),Animation Adventure Drama,"어린 소년 벤은 부모님과 함께 등대 하나가 외롭게 서있는 작은 섬에 살고 있다. 벤에게 밤마다 아름다운 자장가를 불러주던 어머니가 여동생 사오샤를 낳고 세상을 떠난다. 아버지가 몇 년이 지나도 슬픔에서 헤어나지 못하자 할머니는 남매를 도시로 데려온다. 빽빽한 건물과 소음으로 가득 찬 도시를 벗어나 평화로운 섬의 고향집으로 돌아가는 남매의 모험이 시작된다. 바다표범과 인간의 형상을 넘나드는 셀키라는 아일랜드 전설 속의 신비로운 생명체를 현대적으로 재해석한 아름다운 동화이다. 단순한 선과 아름다운 색감으로 2D 에니메이션의 매력을 한껏 살리는 동시에 대대로 내려오는 전설이 갖는 고풍스러움과 신비로움을 유려하게 품어낸다. 도시 곳곳에 잠들어있던 기묘한 생명체를 깨우는 남매의 모험은 어린이에겐 흥미진진한 볼거리를, 어른에게는 잊혀진 역사의 의미를 되살리는 성찰의 시간이 될 것이다. (공영민/2014년 19회 부산국제영화제)",Song of the Sea,"Ben, a young Irish boy, and his little sister Saoirse, a girl who can turn into a seal, go on an adventure to free the fairies and save the spirit world.",8,0.025966,0.959601,0.004155,0.004946,0.004572,https://whatdoido.kro.kr/movie/590.jpg
591,열차 안의 낯선 자들(Strangers on a Train),Crime Film-Noir Thriller,"인기있는 프로 테니스 선수 가이 하이네스는 훗날 정계 진출을 계획하고 있다. 그는 현재 아내와 이혼하고, 상원의원의 딸인 앤과 결혼하고 싶어 한다. 어느 날 열차를 타고 가던 중 가이에게 한 젊은이가 다가와 라이터를 빌린다. 자신의 이름을 브루노라고 밝힌 젊은이는 폭력적이고 억압적인 아버지에 대한 살해 욕망으로 가득차 있지만 범행이 발각될 것이 두려워 직접 아버지를 죽이지는 못하고 있다. 브루노는 열차 안에서 만난 가이에게 서로에게 귀찮은 사람을 죽여주자는 '교환살인'을 제안하고, 가이는 처음에는이를 단순한 농담으로 여기는데......",Strangers on a Train,A psychopath forces a tennis star to comply with his theory that two strangers can get away with murder.,9,0.014887,0.931788,0.020419,0.017249,0.017605,https://whatdoido.kro.kr/movie/591.jpg
592,의혹의 그림자(Shadow of a Doubt),Film-Noir Thriller,"뉴튼 가족은 따분하리 만큼 조용한 북수 캘리포니아의 작은 도시인 산타로사에서 평화롭게 살고 있다. 찰리는 그녀와 이름이 같은 자신의 삼촌을 보고 싶어 한다. 어느날 그의 삼촌이 찾아오게 되는데, 그가 연쇄 살인 용의자로 쫓기고 있음을 알게 되고 삼촌을 의심하기 시작한다. 1944년 아카데미 각본상에 노미네이트 되었다.",Shadow of a Doubt,"A young girl, overjoyed when her favorite uncle comes to visit the family, slowly begins to suspect that he is in fact the ""Merry Widow"" killer sought by the authorities.",8,0.201345,0.631969,0.17203,0.084799,0.068577,https://whatdoido.kro.kr/movie/592.jpg
593,환타지아(Fantasia),Animation Family Fantasy,"모든 아름다운 멜로디는 아름다운 영상을 가지고 있다는 가정 아래 월트 디즈니는 상상력, 유머감각, 그리고 위대한 음악에 거는 애정을 보여준다. 이 영화에 수록된 곡들은 바하의「토카타와 푸가」(상직적 영상), 차이코프스키의 「호두까기 인형」(피노키오의 춤), 두카스의 「마법사의 제자」(미키마우스), 스트라빈스키의 「봄의 제전」(천지창조), 베토벤의 「교향곡 제6번」(반인반마의 환상의 세계), 포키엘리의「시간의 춤」(타조, 코끼리, 악어의 춤), 무소그르스키의「민둥산에서의 하룻밤」(무덤, 영혼, 지옥), 슈베르트의「아베라미아」(여명) 등으로, 레오폴드 스토코브시키가 지휘, 필라델피아 오케스트라가 연주한다.",Fantasia,A collection of animated interpretations of great works of Western classical music.,,0.181183,0.716926,0.085106,0.072304,0.087172,https://whatdoido.kro.kr/movie/593.jpg
594,악의 손길(Touch of Evil),Crime Drama Film-Noir,"멕시코 특별검사관 마이크 바가스는 멕시코와 미국과의 경계지역으로 그의 아내와 신혼여행을 간다. 사실, 그는 되도록 빠른 시간 안에 마약밀래 조직의 두목인 그란데의 죄목을 증언해야만 한다. 그란데의 동생과 아들들이 마이크의 아내를 협박하면서 마이크를 그란데와 관련된 사건에서 손을 떼게 만들려고 하기 때문이다.한편, 부유한 미국출신 사업가가 차량폭발 사고로 숨지자 마이크는 수사에 착수한다. 사건을 수수하면서 마이크는 그 지역의 타락한 형사 행크 퀸랜을 알게 되는데........에서 시도했던 명암대비, 딥포커스, 편집, 카메라 움직임 등 혁신적인 스타일을 도입했다. 로버트 알트만이 에서 모방하여 유명해진 3분이 넘는 오프닝의 롱테이크는 영화사의 위대한 명장면으로 손꼽힌다. 찰톤 헤스턴과 자넷 리의 열연이 돋보이며, 스탠리 큐브릭의 , 히치콕의 등에 영향을 주었다.",Touch of Evil,"A stark, perverse story of murder, kidnapping, and police corruption in a Mexican border town.",9,0.089001,0.520839,0.183212,0.050857,0.164608,https://whatdoido.kro.kr/movie/594.jpg
595,역마차(Stagecoach),Adventure Drama Western,"한 무리의 사람들이 역마차를 타고 뉴 멕시코의 경계를 넘는다. 역마차 안에는 살인 누명을 쓰고 있는 링고 키드, 마을의 부인들에 의해 쫒겨나는 창녀 달라스, 알코올 중독자인 의사 조슈아, 남편을 만나러 가는 루시 말로리 등이 타고 있다. 루시는 여행 도중에 출산을 하게 되고, 악명 높은 아파치 무리가 이들을 쫓게 되는데...",Stagecoach,A group of people traveling on a stagecoach find their journey complicated by the threat of Geronimo and learn something about each other in the process.,6,0.053417,0.849557,0.00758,0.0365,0.047199,https://whatdoido.kro.kr/movie/595.jpg
596,"사우스 파크(South Park: Bigger, Longer & Uncut)",Animation Comedy Fantasy,"순진무구한 꼬마 케니, 스탠, 카트만, 카일은 `R` 등급인 이라는 캐나다 영화를 보기 위해 거지를 꾀어 보호자로 동반하고 들어간다. 영화는 시종일관 심한 욕설과 저속한 유머로 가득차 있고, 아이들은 그대로 배우게 된다. 영화속에 등장한 저속한 언어들을 고스란히 배운 아이들은 대화 속에 자연스럽게 쓰게된다. 그들의 언행에 엄마들과 학교는 경악하고 이 모든 것이 캐나다가 이런 영화를 만든 탓이라며 분노한다. 결국 그들은 캐나다에 전쟁을 선포하고 나선다.","South Park: Bigger, Longer & Uncut","When Stan Marsh and his friends go see an R-rated movie, they start cursing and their parents think that Canada is to blame.",10,0.281505,0.677295,0.023723,0.008329,0.023895,https://whatdoido.kro.kr/movie/596.jpg
597,"나, 다니엘 블레이크(I, Daniel Blake)",Drama,"평생을 성실하게 목수로 살아가던 다니엘은 지병인 심장병이 악화되어 일을 계속 해나갈 수 없는 상황이 된다.다니엘은 실업급여를 받기 위해 찾아간 관공서에서 복잡하고 관료적인 절차 때문에 번번히 좌절한다.그러던 어느 날 다니엘은 두 아이와 함께 런던에서 이주한 싱글맘 케이티를 만나 도움을 주게되고, 서로를 의지하게 되는데...","I, Daniel Blake","After having suffered a heart-attack, a 59-year-old carpenter must fight the bureaucratic forces of the system in order to receive Employment and Support Allowance.",10,0.735701,0.64211,0.04843,0.092605,0.622852,https://whatdoido.kro.kr/movie/597.jpg
598,지구가 멈추는 날(The Day the Earth Stood Still),Drama Sci-Fi,"인간이 죽으면 지구가 살고, 인간이 살면 지구가 죽는다!뉴욕 센트럴 파크에 떨어진 거대한 미확인 물체… 그리고 그 안에서 나타난 정체 불명의 한 남자…이 남자는 수세기 동안 인간과 인간이 만들어 낸 모든 것을 멸하기 위한 거대한 공격을 계획 중이다. 하지만 미국 정부는 이 남자가 어디서 왔는지 무엇 때문에 이러한 공격을 감행 하려는 것인지, 그 어떤 실마리도 찾지 못한다. 이렇게 국가의 모든 전력이 투입되어 그의 수수께끼를 파헤치고 있는 사이, 지구를 향한 공격은 시작되고 모든 것이 사라지기 시작하는데...모든 것을 파괴하려는 그의 정체와 목적은...?!누구도 상상하지 못했던 지구가 멈추는 날이 온다!",The Day the Earth Stood Still,An alien lands and tells the people of Earth that they must live peacefully or be destroyed as a danger to other planets.,10,0.065223,0.869743,0.025339,0.023513,0.024614,https://whatdoido.kro.kr/movie/598.jpg
599,숏 컷(Short Cuts),Comedy Drama,"TV 앵커 하워드는 지중해 광대 파리를 박멸하기 위한 살충제 살포의 위험성에 대해 보도하고 있다. 하워드와 앤 부부의 외동아들인 케이시는 등교길에서 웨이트리스 도린의 차에 친다. 멀쩡해 보이던 케이시는 집에 돌아온 뒤 쓰러져 입원하게 된다. 도린은 케이시가 집으로 돌아가는 것을 보고 안심하여 주정뱅이 남편 얼에게 설명을 해 주지만 그는 심드렁하다.한편 여자 피에로 일을 하는 클레어는 연주회에 갔다가 화가인 마리안과 그녀의 남편인 랄프를 알게 되고 생선 바베큐 파티를 갖기로 약속 한다. 클레어의 남편 스튜어트는 낚시를 갔다가 계곡에서 한 여자의 변사체를 발견하고 어찌할 바를 모르다가 돌아오는 날에야 신고를 하게 된다. 한편 경찰관 진은 아내인 세리 몰래, 살충제 살포 헬리콥터의 아내 베티와 바람을 피운다. 진은 클레어도 추근거리는데, 세리는 남편의 외도를 눈치채고 동생인 마리안에게 찾아가 고민을 털어 놓는다.루이스는 폰 섹스 상담자이다. 남편 제리나 아이가 곁에 있건 없건 적나라한 연기와 음색으로 고객이 폰 섹스 파트너가 되어주고 돈을 번다. 풀장 청소부인 제리는 아내의 직업을 늘 못마땅해 하지만 아내의 수입을 생각해 참고 산다.한편, 케이시가 입원해 있는 병원에 케이시의 할아버지를 자처하는 노인 폴 피니간이 찾아온다. 그는 아들인 하워드가 어렸을 때 하워드의 이모와 불륜을 저지르다 들킨 뒤 가족들과 헤어져 살아왔는데 수십년만에 우연히 부근을 지나다가 병원에 들렀다고 한다. 폴은 하워드에게 당시의 부득이했던 사정을 고백하는데...",Short Cuts,The day-to-day lives of several suburban Los Angeles residents.,10,0.02992,0.752123,0.01563,0.172731,0.052238,https://whatdoido.kro.kr/movie/599.jpg
600,햄릿(Hamlet),Drama,"덴마크의 엘시노 성, 국왕이 타계하자 왕의 동생 클로디어스는 전왕의 왕비이자 형수인 거트루드를 아내로 맞이하고 왕위에 오른다. 왕자 햄릿은 어머니의 성급한 재혼에 충격을 받는데 선왕의 망령이 나타나 자신이 동생에게 독살되었다고 말한다. 햄릿은 망령의 존재를 의심하면서도 왕의 마음을 떠보기 위해 국왕 살해 사건을 연극으로 해보인다. 왕의 안색이 변해 일어서자 햄릿은 숙부의 범행에 대한 심증을 굳힌다. 그 뒤부터 실성한 척하며 왕을 죽일 기회를 노리는데 재상인 폴로니우스를 왕으로 오인해 죽이게 된다. 그러자 햄릿을 사랑하던 폴로니우스의 딸 오필리아는 괴로운 나머지 미쳐서 죽게 된다. 왕은 햄릿을 영국으로 보내 죽이려 하지만 햄릿은 도중에 되돌아온다. 폴로니우스의 아들 레어티즈는 왕과 짜고 햄릿을 죽이기 위해 칼에 독을 바른 뒤 왕과 왕비 앞에서 펜싱 경기를 벌이는데...",Hamlet,"Hamlet, Prince of Denmark, returns home to find his father murdered and his mother remarrying the murderer, his uncle. Meanwhile, war is brewing.",10,0.161816,0.717043,0.0574,0.072114,0.059785,https://whatdoido.kro.kr/movie/600.jpg
601,맨츄리안 켄디데이트(The Manchurian Candidate),Drama Thriller,"한국전에 참전했던 벤 마르코와 쇼의 부대는 정찰 도중 누군가에 의해 어디론가 붙잡혀 간다. 얼마 뒤 쇼는 화려한 팡파르 속에서 귀국하고, 그의 가슴엔 국회 명예훈장이 달린다. 적군에 납치된 그가 적을 모두 무찌르고 동료를 구했다는 것이다.그러나 마르코는 중국인, 러시아인들이 부대원들을 세뇌한 뒤 쇼를 살인자로 만드는 내용의 악몽을 매일같이 꾼다. 사실 마르코의 부대는 러시아 부대에 의해 만주 어딘가로 납치되어 특정한 목적을 위해 세뇌된 것이다. 군은 처음엔 마르코의 꿈을 허황된 것으로 간주하지만 부대원들이 똑같은 내용을 기억한다는 점에서 특별수사대를 만들어 마르코를 기용한다.",The Manchurian Candidate,A former prisoner of war is brainwashed as an unwitting assassin for an international Communist conspiracy.,10,0.598969,0.127722,0.319055,0.017616,0.120075,https://whatdoido.kro.kr/movie/601.jpg
602,크리스마스 스토리 (A Christmas Story),Comedy Family,"《크리스마스 스토리》는 미국에서 제작된 밥 클락 감독의 1983년 코미디, 가족 영화이다. 멜린다 딜론 등이 주연으로 출연하였고 밥 클락 등이 제작에 참여하였다. 이 영화는 1983년 11월 18일 개봉되었다. 1983년과 2012년에 2개의 캐나다 지니상을 수상했다.",A Christmas Story,"In the 1940s, a young boy named Ralphie attempts to convince his parents, his teacher and Santa that a Red Ryder BB gun really is the perfect Christmas gift.",10,0.107854,0.456249,0.063091,0.041739,0.066112,https://whatdoido.kro.kr/movie/602.jpg
603,명탐정 필립(The Big Sleep),Crime Film-Noir Mystery,험프리 보가트와 로렌 바콜 주연작. 미국 장르영화의 대가인 하워드 혹스 감독의 대표작 중 하나이며 원제는 이다. 사립탐정 필립 말로우는 퇴역장군 스턴우드 장군의 부름을 받고 그의 대저택을 방문한다. 병환 중에 있는 스턴우드 장군에게는 두명의 딸 바바라와 카르멘이 있다. 스턴우드 장군은 둘째딸과 관련되어 협박하는 사람들에 대해 해결을 해줄 것을 요구한다. 그러나 필립은 전혀 엉뚱한 진실을 밝혀내기 시작한다.,The Big Sleep,"Private detective Philip Marlowe is hired by a wealthy family. Before the complex case is over, he's seen murder, blackmail, and what might be love.",,0.325607,0.150121,0.119552,0.502861,0.175928,https://whatdoido.kro.kr/movie/603.jpg
604,뉘른베르크 재판(Judgment at Nuremberg),Drama War,뉘른베르크 전범재판사건은 제2차 세계대전에서 승리한 연합국이 주체가 되어 패전국 독일이 저지른 반인도적 행위에 대해 개인적 책임을 추궁한 역사적 사건이다. 2차 대전을 일으킨 독일이 연합군의 힘에 밀려 참패하자 연합군은 전범들을 재판하게 된다.,Judgment at Nuremberg,"In 1948, an American court in occupied Germany tries four Nazis judged for war crimes.",10,0.172339,0.563924,0.098888,0.075897,0.077486,https://whatdoido.kro.kr/movie/604.jpg
605,쿠보와 전설의 악기 (Kubo and the Two Strings),Animation Action Adventure,"《쿠보와 전설의 악기》는 2016년 공개된 미국의 애니메이션 영화이다. 애니메이션 제작사 라이카의 작품으로, 트래비스 나이트가 연출하고 샤를리즈 테론, 아트 파킨슨, 레이프 파인스, 조지 타케이, 매슈 매코너헤이 등이 성우진을 맡았다.",Kubo and the Two Strings,A young boy named Kubo must locate a magical suit of armour worn by his late father in order to defeat a vengeful spirit from the past.,10,0.029825,0.951382,0.008831,0.006003,0.004827,https://whatdoido.kro.kr/movie/605.jpg
606,사냥꾼의 밤(The Night of the Hunter),Crime Drama Film-Noir,해리는 형무소에서 알게 된 사형수 벤으로부터 은행에서 턴 돈을 두 명의 아이들에게 맡겨놓았다는 이야기를 듣고 출소하자마자 목사 행세를 하면서 아이들이 사는 마을에 나타난다. 벤의 유족에게 접근한 그는 과부인 윌라와 결혼한 다음 우선 그녀를 죽이고 이어서 아이들에게 돈의 행방을 묻는다. 과 같은 정통 세익스피어 연기로 영국황실로부터 ‘경 Sir’의 칭호를 받았던 배우 찰스 로튼의 유일한 연출작으로 마치 악몽을 꾸는 듯한 괴이한 환상적 이미지를 뛰어나게 연출해 냈다. 하지만 영화의 기이하고 환상적인 분위기 탓에 개봉 당시에는 엄청난 흥행 실패와 혹평을 받았다. 이는 찰스 로튼에게 배우로서뿐만 아니라 감독으로서도 엄청난 파멸을 안겨주었고 1962년 정신병으로 처참하게 죽는 날까지 광기에 휩싸이게 만든다.,The Night of the Hunter,"A religious fanatic marries a gullible widow whose young children are reluctant to tell him where their real daddy hid the $10,000 he'd stolen in a robbery.",1,0.291888,0.038404,0.237894,0.490556,0.290164,https://whatdoido.kro.kr/movie/606.jpg
607,아프리카의 여왕 (The African Queen),Adventure Drama Romance,"《아프리카의 여왕》은 1951년 개봉한 영국, 미국의 모험, 드라마 영화이다. 존 휴스턴이 감독과 공동각본을 맡았으며, C. S. 포레스터의 동명소설이 영화의 원작이다. 1994년 미국 국립영화등기부에 등재되었으며, 이 영화를 통해 험프리 보가트는 아카데미 남우주연상을 수상했다.",The African Queen,"In WWI Africa, a gin-swilling riverboat captain is persuaded by a strait-laced missionary to use his boat to attack an enemy warship.",9,0.025677,0.945961,0.00303,0.019098,0.007713,https://whatdoido.kro.kr/movie/607.jpg
608,어느 날 밤에 생긴 일(It Happened One Night),Comedy Romance,"남자친구와의 결혼을 반대하는 아버지를 피해 도망온 부자집 딸 엘리. 그녀는 버스 안에서 신문기자인 피터를 만나게 된다. 지갑을 잃어버리고도 신고하지 않는 엘리를 보며 피터는 뭔가 수상하단 생각을 하게 되고, 둘은 다음 날 아침 느긋하게 식사를 하다 버스를 놓치고 만다. 그렇게 둘의 여행은 계속되고 피터는 엘리의 신분을 알게 되는데...",It Happened One Night,"A renegade reporter and a crazy young heiress meet on a bus heading for New York, and end up stuck with each other when the bus leaves them behind at one of the stops.",,0.039473,0.894731,0.003261,0.005893,0.014229,https://whatdoido.kro.kr/movie/608.jpg
609,프랑켄슈타인(Frankenstein),Drama Horror Sci-Fi,"프랑켄슈타인 박사는 완벽한 인간을 창조해내기 위해 오랜 세월의 연구 끝에 인간을 창조해내지만 그 결과는 흉물스런 괴물이다. 자신의 탄생에 대한 증오감에 휩싸인 괴물은 창조자에 대한 분노감으로 박사의 소중한 것을 하나씩 빼앗기 시작한다. 그는 수포로 그득한 피부에 흉하게 일그러진 얼굴로 끔찍하기만한 괴물의 형상이지만 지적 능력이 뛰어나고, 인간 보다 더 예민한 감수성을 갖고 있다. 그 죄책감에 프랑켄슈타인 박사 역시 미쳐 버리고 만다.무시무시한 용모를 지닌 부활한 시체 프랑켄슈타인은 미라를 원형으로 삼아 메리 셸리가 쓴 19세기 소설 속에 등장한 친숙한 호러 캐릭터. 1930년대 제임스 웨일부터 최근의 케네스 브래너까지 이미 많은 영화 감독들이 이 괴물을 스크린 위에 재현한 바 있다. 의 패트릭 버긴이 주연한 이 영화엔 의 랜디 퀘이드가 민감한 괴물로 나온다. 그럭저럭 볼 만하다는 평을 받은 TV용 영화. [씨네21 212호, TV영화]",Frankenstein,Dr. Frankenstein dares to tamper with life and death by creating a human monster out of lifeless body parts.,10,0.122961,0.818529,0.017064,0.012069,0.040875,https://whatdoido.kro.kr/movie/609.jpg
610,가스등(Gaslight),Crime Drama Mystery,"유명한 오페라 가수 앨리스 앨퀴스트가 살해되는 사건이 발생한다. 범인을 잡지 못한채 사건은 마무리가 되고, 그녀의 유산을 물려받은 조카 폴라는 이탈리아로 유학을 간다. 그곳에서 음악 선생님 집의 반주자 그레고리와 사랑에 빠진 폴라는 음악 공부를 포기하고 그와 결혼을 해 다시 런던으로 돌아간다. 이때부터 그레고리는 갖가지 핑계로 폴라의 외출을 막는가 하면, 폴라는 자꾸 물건을 잃어버리기 시작하는데...",Gaslight,"Years after her aunt was murdered in her home, a young woman moves back into the house with her new husband. However, he has a secret that he will do anything to protect, even if it means driving his wife insane.",,0.154074,0.722138,0.014034,0.05716,0.092531,https://whatdoido.kro.kr/movie/610.jpg
611,왕이 되려던 사나이 (The Man Who Would Be King),Adventure History War,《왕이 되려던 사나이》는 미국에서 제작된 존 휴스턴 감독의 1975년 영화이다. 숀 코네리 등이 주연으로 출연하였고 존 포먼 등이 제작에 참여하였다.,The Man Who Would Be King,"Two British former soldiers decide to set themselves up as Kings in Kafiristan, a land where no white man has set foot since Alexander the Great.",10,0.051202,0.764237,0.019274,0.014611,0.046567,https://whatdoido.kro.kr/movie/611.jpg
612,시티 라이트(City Lights),Comedy Drama Romance,"일자리가 없어 도시를 배회하는 떠돌이(찰리 채플린)는 어느날 아침 산책길에서 꽃 파는 눈먼 소녀(버지니아 세릴)를 만난다. 떠돌이는 마지막 동전을 털어서 꽃을 사주고, 육중한 차문 닫히는 소리에 소녀는 그를 부자로 오인한다. 소녀에게 애정을 느낀 떠돌이는 부자 행세를 하며 가깝게 지내고, 그녀의 눈을 수술할 비용을 마련해 주기로 약속한다.어느 날 술에 취해 물에 빠진 백만장자를 구해준 떠돌이는 그와 친구가 되는데, 백만장자는 술에 취했을 때만 그를 알아보고 술이 깨면 그를 도둑으로 오인하여 쫓아낸다. 이상한 만남이 거듭되다가 백만장자가 술에 취했을 때 소녀의 수술비를 얻어낸 떠돌이는 그가 술이 깨기 전에 달아나 소녀에게 돈을 전해주고 사라진다.시간이 흘러 다시 거리를 배회하던 떠돌이는 어느 상점 앞에서 수술을 받은 뒤 시력을 찾아 행복하게 살아가는 소녀를 보지만, 초라한 자신의 모습에 나서지 못한다. 상점의 점원이 부랑아처럼 보이는 떠돌이를 쫓아내려 하자 소녀는 그를 불쌍히 여겨 동전을 쥐어 주면서 그의 손을 잡게 되고, 손의 촉감으로 그가 바로 자신에게 사랑을 베푼 사람임을 깨닫는다. 두 사람은 마주 보고 미소짓는다.",City Lights,"With the aid of a wealthy erratic tippler, a dewy-eyed tramp who has fallen in love with a sightless flower girl accumulates money to be able to help her medically.",10,0.600584,0.343527,0.034175,0.018716,0.064918,https://whatdoido.kro.kr/movie/612.jpg
613,원스(Once),Drama Music Romance,"이제 사랑은 더 이상 없을 거라고 믿었던 ‘그’삶을 위해 꿈을 포기했던 ‘그녀’더블린의 밤거리에서 마법처럼 시작된 만남마음까지 안아줄 감미로운 하모니가 다시, 바람처럼 밀려온다",Once,"A modern-day musical about a busker and an immigrant and their eventful week in Dublin, as they write, rehearse and record songs that tell their love story.",10,0.304124,0.363447,0.176894,0.038719,0.273269,https://whatdoido.kro.kr/movie/613.jpg
614,오명(Notorious),Drama Film-Noir Romance,"2차 세계대전 말, 나치의 한 첩자가 징역형을 받는다. 그의 딸인 알리시아는 아버지의 일과는 상관없이 방탕한 생활을 해오는데, 어느날 나타난 정보기관의 데블린에 의해 정부의 특별 임무를 맡게 된다. 임무를 수행하러 함께 리오로 간 두 사람은 사랑에 빠지게 되나, 아버지의 옛 동료 세바스찬에게 접근하는 임무를 수행하던 알리시아는 그와 결혼을 하게 되는데...",Notorious,A woman is asked to spy on a group of Nazi friends in South America. How far will she have to go to ingratiate herself with them?,,0.479861,0.699155,0.053155,0.114385,0.11375,https://whatdoido.kro.kr/movie/614.jpg
615,머펫 무비 (The Muppet Movie),Adventure Comedy Family,"《머펫 무비》는 1979년 개봉한 미국의 뮤지컬 코미디 영화이며, 최초의 더 머펫츠 장편 영화이다. 2009년 미국 국립영화등기부에 등재되었다.",The Muppet Movie,"Kermit and his newfound friends trek across America to find success in Hollywood, but a frog legs merchant is after Kermit.",,0.181522,0.671857,0.069323,0.169708,0.113566,https://whatdoido.kro.kr/movie/615.jpg
616,별난 커플(The Odd Couple),Comedy,한 아파트에 사는 두 친구 펠릭스와 오스카의 이야기. 그들은 성격도 취향도 너무나 달라 늘 티격태격하지만 둘 도 없는 친구 사이이다.닐 사이먼의 희곡을 원작으로 하였으며 98년. 두 배우가 그대로 속편에 다시 출연하기도 하였다.,The Odd Couple,"Two friends try sharing an apartment, but their ideas of housekeeping and lifestyles are as different as night and day.",9,0.084822,0.780076,0.035958,0.019345,0.07212,https://whatdoido.kro.kr/movie/616.jpg
